Model,Baseline_R2,Tuned_CV_R2,Tuned_Test_R2,Tuned_Test_RMSE,R2_Gain,Meets_0.95,Excellent_PCT
GradientBoosting,0.9989,N/A (skipped),0.999,0.7821,0.0001,YES,8.0
